date,portfolio_id,weighting,sector,contribution
1980-02-29,Q3,Value-Weighted,Information Technology,-0.0020129604606331708
1980-02-29,Q3,Equal-Weighted,Information Technology,-0.008903333333333334
1980-02-29,Q3,Value-Weighted,Materials,0.0021249060656506344
1980-02-29,Q3,Equal-Weighted,Materials,0.020610969696969697
1980-02-29,Q3,Value-Weighted,Real Estate,0.0
1980-02-29,Q3,Equal-Weighted,Real Estate,0.0
1980-02-29,Q3,Value-Weighted,Unknown,0.0018810290637917616
1980-02-29,Q3,Equal-Weighted,Unknown,0.00040363636363636383
1980-02-29,Q4,Value-Weighted,Consumer Discretionary,-0.001625353535644877
1980-02-29,Q4,Equal-Weighted,Consumer Discretionary,-0.006012909090909091
1980-02-29,Q4,Value-Weighted,Consumer Staples,-0.0002023981636731452
1980-02-29,Q4,Equal-Weighted,Consumer Staples,-0.0008745757575757576
1980-02-29,Q4,Value-Weighted,Health Care,-0.006025328406339861
1980-02-29,Q4,Equal-Weighted,Health Care,-0.001583
1980-02-29,Q4,Value-Weighted,Industrials,0.0021030008684321793
1980-02-29,Q4,Equal-Weighted,Industrials,-0.016202454545454548
1980-02-29,Q4,Value-Weighted,Information Technology,-0.01447519353791264
1980-02-29,Q4,Equal-Weighted,Information Technology,0.019540242424242425
1980-02-29,Q4,Value-Weighted,Materials,0.0013608160936525403
1980-02-29,Q4,Equal-Weighted,Materials,0.011485545454545455
1980-02-29,Q4,Value-Weighted,Unknown,-8.910573046461422e-05
1980-02-29,Q4,Equal-Weighted,Unknown,0.0005157878787878786
1980-02-29,Q5,Value-Weighted,Consumer Discretionary,-0.004474273380150575
1980-02-29,Q5,Equal-Weighted,Consumer Discretionary,0.002567515151515151
1980-02-29,Q5,Value-Weighted,Health Care,-0.0035119933526850835
1980-02-29,Q5,Equal-Weighted,Health Care,-0.0036973030303030304
1980-02-29,Q5,Value-Weighted,Industrials,-0.04074693778527931
1980-02-29,Q5,Equal-Weighted,Industrials,-0.007177636363636364
1980-02-29,Q5,Value-Weighted,Information Technology,0.0055245972790089765
1980-02-29,Q5,Equal-Weighted,Information Technology,0.030242121212121206
1980-02-29,Q5,Value-Weighted,Materials,-0.0002200992372678284
1980-02-29,Q5,Equal-Weighted,Materials,-0.0018131818181818184
1980-02-29,Q5,Value-Weighted,Unknown,-0.001290784390179087
1980-02-29,Q5,Equal-Weighted,Unknown,-0.013011515151515152
1980-03-31,No R&D,Value-Weighted,Communication Services,0.0014362893821427563
1980-03-31,No R&D,Equal-Weighted,Communication Services,-0.00040707234042553197
1980-03-31,No R&D,Value-Weighted,Consumer Discretionary,-0.024310686962537444
1980-03-31,No R&D,Equal-Weighted,Consumer Discretionary,-0.043441085106382976
1980-03-31,No R&D,Value-Weighted,Consumer Staples,-0.00926053024687091
1980-03-31,No R&D,Equal-Weighted,Consumer Staples,-0.008094676595744681
1980-03-31,No R&D,Value-Weighted,Energy,-0.027194343068796378
1980-03-31,No R&D,Equal-Weighted,Energy,-0.021663468085106382
1980-03-31,No R&D,Value-Weighted,Financials,-4.0093139064653236e-05
1980-03-31,No R&D,Equal-Weighted,Financials,-0.0005006255319148936
1980-03-31,No R&D,Value-Weighted,Health Care,-0.0008842624350008409
1980-03-31,No R&D,Equal-Weighted,Health Care,-0.0007166553191489361
1980-03-31,No R&D,Value-Weighted,Industrials,-0.02035280633293416
1980-03-31,No R&D,Equal-Weighted,Industrials,-0.03600348085106383
1980-03-31,No R&D,Value-Weighted,Information Technology,-0.00034703168145665134
1980-03-31,No R&D,Equal-Weighted,Information Technology,-0.0011682340425531914
1980-03-31,No R&D,Value-Weighted,Materials,-0.005644809215309288
1980-03-31,No R&D,Equal-Weighted,Materials,-0.011869063829787236
1980-03-31,No R&D,Value-Weighted,Utilities,-0.019370109498099246
1980-03-31,No R&D,Equal-Weighted,Utilities,-0.00797351914893617
1980-03-31,No R&D,Value-Weighted,Unknown,-0.02808038236253785
1980-03-31,No R&D,Equal-Weighted,Unknown,-0.043751191489361706
1980-03-31,Q1,Value-Weighted,Consumer Discretionary,-0.003424304525404787
1980-03-31,Q1,Equal-Weighted,Consumer Discretionary,-0.008487073170731708
1980-03-31,Q1,Value-Weighted,Consumer Staples,-0.03295066519304675
1980-03-31,Q1,Equal-Weighted,Consumer Staples,-0.027712268292682928
1980-03-31,Q1,Value-Weighted,Energy,-0.035122390094603884
1980-03-31,Q1,Equal-Weighted,Energy,-0.015896463414634146
1980-03-31,Q1,Value-Weighted,Financials,-0.01631174607343169
1980-03-31,Q1,Equal-Weighted,Financials,-0.005905
1980-03-31,Q1,Value-Weighted,Health Care,-0.0021914101555935185
1980-03-31,Q1,Equal-Weighted,Health Care,-0.002262
1980-03-31,Q1,Value-Weighted,Industrials,-0.015618721382003781
1980-03-31,Q1,Equal-Weighted,Industrials,-0.028239585365853657
1980-03-31,Q1,Value-Weighted,Information Technology,-0.005134858295814018
1980-03-31,Q1,Equal-Weighted,Information Technology,-0.02732104878048781
1980-03-31,Q1,Value-Weighted,Materials,-0.03265308684928309
1980-03-31,Q1,Equal-Weighted,Materials,-0.03965587804878049
1980-03-31,Q1,Value-Weighted,Unknown,-0.01136995539369936
1980-03-31,Q1,Equal-Weighted,Unknown,-0.03126682926829268
1980-03-31,Q2,Value-Weighted,Consumer Discretionary,-0.016263132807866367
1980-03-31,Q2,Equal-Weighted,Consumer Discretionary,-0.022559175
1980-03-31,Q2,Value-Weighted,Consumer Staples,-0.0015897125640916584
1980-03-31,Q2,Equal-Weighted,Consumer Staples,-0.0016187
1980-03-31,Q2,Value-Weighted,Energy,-0.015006783925682112
1980-03-31,Q2,Equal-Weighted,Energy,-0.001187775
1980-03-31,Q2,Value-Weighted,Health Care,-0.0023080273699913507
1980-03-31,Q2,Equal-Weighted,Health Care,-0.004372
1980-03-31,Q2,Value-Weighted,Industrials,-0.017769815013840565
1980-03-31,Q2,Equal-Weighted,Industrials,-0.047619800000000004
1980-03-31,Q2,Value-Weighted,Information Technology,-0.016617462358582597
1980-03-31,Q2,Equal-Weighted,Information Technology,-0.043819250000000004
1980-03-31,Q2,Value-Weighted,Materials,-0.01901357759703094
1980-03-31,Q2,Equal-Weighted,Materials,-0.012273875000000002
1980-03-31,Q2,Value-Weighted,Unknown,-0.02677409787817561
1980-03-31,Q2,Equal-Weighted,Unknown,-0.040608500000000006
1980-03-31,Q3,Value-Weighted,Consumer Discretionary,-0.014149583340396897
1980-03-31,Q3,Equal-Weighted,Consumer Discretionary,-0.015643575
1980-03-31,Q3,Value-Weighted,Energy,-0.00014409557311132474
1980-03-31,Q3,Equal-Weighted,Energy,-0.007142850000000001
1980-03-31,Q3,Value-Weighted,Health Care,-0.0026037046984877976
1980-03-31,Q3,Equal-Weighted,Health Care,-0.00260735
1980-03-31,Q3,Value-Weighted,Industrials,-0.04155981366984743
1980-03-31,Q3,Equal-Weighted,Industrials,-0.051521525
1980-03-31,Q3,Value-Weighted,Information Technology,-0.00586988008801808
1980-03-31,Q3,Equal-Weighted,Information Technology,-0.012902625
1980-03-31,Q3,Value-Weighted,Materials,-0.02750618714981315
1980-03-31,Q3,Equal-Weighted,Materials,-0.0130755
1980-03-31,Q3,Value-Weighted,Real Estate,-9.722602926829987e-05
1980-03-31,Q3,Equal-Weighted,Real Estate,-0.004807700000000001
1980-03-31,Q3,Value-Weighted,Unknown,-0.007865274689917491
1980-03-31,Q3,Equal-Weighted,Unknown,-0.046682650000000006
1980-03-31,Q4,Value-Weighted,Consumer Discretionary,-0.0015232745146244904
1980-03-31,Q4,Equal-Weighted,Consumer Discretionary,-0.017972850000000002
1980-03-31,Q4,Value-Weighted,Consumer Staples,-0.0008399990492701551
1980-03-31,Q4,Equal-Weighted,Consumer Staples,-0.004605275000000001
1980-03-31,Q4,Value-Weighted,Energy,-0.0017844323973885236
1980-03-31,Q4,Equal-Weighted,Energy,-0.006287425000000001
1980-03-31,Q4,Value-Weighted,Financials,-6.897490628768313e-05
1980-03-31,Q4,Equal-Weighted,Financials,-0.002272725
1980-03-31,Q4,Value-Weighted,Health Care,-0.00470082028598607
1980-03-31,Q4,Equal-Weighted,Health Care,-0.00159055
1980-03-31,Q4,Value-Weighted,Industrials,-0.013527605477901033
1980-03-31,Q4,Equal-Weighted,Industrials,-0.020520025
1980-03-31,Q4,Value-Weighted,Information Technology,-0.040261876372381086
1980-03-31,Q4,Equal-Weighted,Information Technology,-0.04481955
1980-03-31,Q4,Value-Weighted,Materials,-0.003836986572820487
1980-03-31,Q4,Equal-Weighted,Materials,-0.008999375
1980-03-31,Q4,Value-Weighted,Unknown,-0.0031001864374640186
1980-03-31,Q4,Equal-Weighted,Unknown,-0.03937405000000001
1980-03-31,Q5,Value-Weighted,Consumer Discretionary,-0.030066521360213413
1980-03-31,Q5,Equal-Weighted,Consumer Discretionary,-0.025247925000000004
1980-03-31,Q5,Value-Weighted,Consumer Staples,-0.00035376975698928244
1980-03-31,Q5,Equal-Weighted,Consumer Staples,-0.006122450000000001
1980-03-31,Q5,Value-Weighted,Health Care,-0.008067247470614505
1980-03-31,Q5,Equal-Weighted,Health Care,-0.010347325000000001
1980-03-31,Q5,Value-Weighted,Industrials,-0.09231693771592721
1980-03-31,Q5,Equal-Weighted,Industrials,-0.054507150000000004
1980-03-31,Q5,Value-Weighted,Information Technology,-0.007501844825128906
1980-03-31,Q5,Equal-Weighted,Information Technology,-0.05643945
1980-03-31,Q5,Value-Weighted,Materials,-0.003237966604996259
1980-03-31,Q5,Equal-Weighted,Materials,-0.015161249999999998
1980-03-31,Q5,Value-Weighted,Unknown,-0.013415461344422905
1980-03-31,Q5,Equal-Weighted,Unknown,-0.030678250000000004
1980-04-30,No R&D,Value-Weighted,Communication Services,0.0018540982735030728
1980-04-30,No R&D,Equal-Weighted,Communication Services,0.0013289483204134366
1980-04-30,No R&D,Value-Weighted,Consumer Discretionary,0.0033625457242693214
1980-04-30,No R&D,Equal-Weighted,Consumer Discretionary,0.006726817398794144
1980-04-30,No R&D,Value-Weighted,Consumer Staples,0.00618748836828054
1980-04-30,No R&D,Equal-Weighted,Consumer Staples,0.0021141171403962103
1980-04-30,No R&D,Value-Weighted,Energy,0.016164488928334886
1980-04-30,No R&D,Equal-Weighted,Energy,0.00459816106804479
1980-04-30,No R&D,Value-Weighted,Financials,0.002949777392746349
1980-04-30,No R&D,Equal-Weighted,Financials,0.006260255813953488
1980-04-30,No R&D,Value-Weighted,Health Care,0.00043858256668395467
1980-04-30,No R&D,Equal-Weighted,Health Care,0.0013487140396210163
1980-04-30,No R&D,Value-Weighted,Industrials,0.0016467406894767425
1980-04-30,No R&D,Equal-Weighted,Industrials,0.007468467700258398
1980-04-30,No R&D,Value-Weighted,Information Technology,0.0001285590872575647
1980-04-30,No R&D,Equal-Weighted,Information Technology,0.001426429801894918
1980-04-30,No R&D,Value-Weighted,Materials,0.0010434324019037945
1980-04-30,No R&D,Equal-Weighted,Materials,0.0014041679586563308
1980-04-30,No R&D,Value-Weighted,Real Estate,-0.000312461404558976
1980-04-30,No R&D,Equal-Weighted,Real Estate,-2.9942291128337643e-05
1980-04-30,No R&D,Value-Weighted,Utilities,0.032112125113256514
1980-04-30,No R&D,Equal-Weighted,Utilities,0.015751124493970717
1980-04-30,No R&D,Value-Weighted,Unknown,0.0075265462902917805
1980-04-30,No R&D,Equal-Weighted,Unknown,0.009411847545219638
1980-04-30,Q1,Value-Weighted,Communication Services,0.018244940956373416
1980-04-30,Q1,Equal-Weighted,Communication Services,0.00046373255813953487
1980-04-30,Q1,Value-Weighted,Consumer Discretionary,0.001124422945506615
1980-04-30,Q1,Equal-Weighted,Consumer Discretionary,0.005579674418604651
1980-04-30,Q1,Value-Weighted,Consumer Staples,0.0032486999672464902
1980-04-30,Q1,Equal-Weighted,Consumer Staples,0.004719529069767442
1980-04-30,Q1,Value-Weighted,Energy,0.029556628755767162
1980-04-30,Q1,Equal-Weighted,Energy,0.01168607558139535
1980-04-30,Q1,Value-Weighted,Financials,0.000539545276826799
1980-04-30,Q1,Equal-Weighted,Financials,0.0020481395348837207
1980-04-30,Q1,Value-Weighted,Health Care,0.00013548134276159196
1980-04-30,Q1,Equal-Weighted,Health Care,0.002442895348837209
1980-04-30,Q1,Value-Weighted,Industrials,0.0005366444576033803
1980-04-30,Q1,Equal-Weighted,Industrials,0.005223802325581396
1980-04-30,Q1,Value-Weighted,Information Technology,3.901950224755752e-05
1980-04-30,Q1,Equal-Weighted,Information Technology,0.008559633720930234
1980-04-30,Q1,Value-Weighted,Materials,0.00158927342356604
1980-04-30,Q1,Equal-Weighted,Materials,0.0031268895348837205
1980-04-30,Q1,Value-Weighted,Real Estate,-5.853284943840352e-06
1980-04-30,Q1,Equal-Weighted,Real Estate,-0.00013065116279069766
1980-04-30,Q1,Value-Weighted,Utilities,0.0005209163398601404
1980-04-30,Q1,Equal-Weighted,Utilities,0.000819174418604651
1980-04-30,Q1,Value-Weighted,Unknown,0.0034068853722597488
1980-04-30,Q1,Equal-Weighted,Unknown,0.012118011627906976
1980-04-30,Q2,Value-Weighted,Consumer Discretionary,0.0013118184084021907
1980-04-30,Q2,Equal-Weighted,Consumer Discretionary,0.006591947368421053
1980-04-30,Q2,Value-Weighted,Consumer Staples,0.002498540444166033
1980-04-30,Q2,Equal-Weighted,Consumer Staples,-0.00030092397660818704
1980-04-30,Q2,Value-Weighted,Energy,0.017981707632037304
1980-04-30,Q2,Equal-Weighted,Energy,0.0005525204678362573
1980-04-30,Q2,Value-Weighted,Financials,0.0006201470867295038
1980-04-30,Q2,Equal-Weighted,Financials,0.0004165321637426901
1980-04-30,Q2,Value-Weighted,Health Care,0.0007755338298460997
1980-04-30,Q2,Equal-Weighted,Health Care,0.002903315789473684
1980-04-30,Q2,Value-Weighted,Industrials,0.002529473927730438
1980-04-30,Q2,Equal-Weighted,Industrials,0.00495045029239766
1980-04-30,Q2,Value-Weighted,Information Technology,0.001490517364105662
1980-04-30,Q2,Equal-Weighted,Information Technology,0.009157081871345028
1980-04-30,Q2,Value-Weighted,Materials,0.0042347247563417996
1980-04-30,Q2,Equal-Weighted,Materials,0.006292175438596491
1980-04-30,Q2,Value-Weighted,Real Estate,0.0013973393619850353
1980-04-30,Q2,Equal-Weighted,Real Estate,0.00015949122807017542
1980-04-30,Q2,Value-Weighted,Utilities,0.0007506295372020908
1980-04-30,Q2,Equal-Weighted,Utilities,0.0019352923976608185
1980-04-30,Q2,Value-Weighted,Unknown,0.005683774036224088
1980-04-30,Q2,Equal-Weighted,Unknown,0.009481888888888889
1980-04-30,Q3,Value-Weighted,Communication Services,0.0023273008104426093
1980-04-30,Q3,Equal-Weighted,Communication Services,0.0004780348837209302
1980-04-30,Q3,Value-Weighted,Consumer Discretionary,-0.0008599741289567557
1980-04-30,Q3,Equal-Weighted,Consumer Discretionary,0.008749447674418605
1980-04-30,Q3,Value-Weighted,Consumer Staples,0.0008456860270720128
1980-04-30,Q3,Equal-Weighted,Consumer Staples,0.001275767441860465
1980-04-30,Q3,Value-Weighted,Energy,0.001150395064168512
1980-04-30,Q3,Equal-Weighted,Energy,0.000472906976744186
1980-04-30,Q3,Value-Weighted,Financials,0.00018961716442475994
1980-04-30,Q3,Equal-Weighted,Financials,0.003067366279069767
1980-04-30,Q3,Value-Weighted,Health Care,0.005361910183194603
1980-04-30,Q3,Equal-Weighted,Health Care,0.0015860290697674415
1980-04-30,Q3,Value-Weighted,Industrials,0.008627615195546149
1980-04-30,Q3,Equal-Weighted,Industrials,0.013619279069767442
1980-04-30,Q3,Value-Weighted,Information Technology,-0.0047533124992733804
1980-04-30,Q3,Equal-Weighted,Information Technology,0.010002168604651163
1980-04-30,Q3,Value-Weighted,Materials,0.0036614704484786856
1980-04-30,Q3,Equal-Weighted,Materials,0.003623982558139535
1980-04-30,Q3,Value-Weighted,Real Estate,1.2845169657462495e-06
1980-04-30,Q3,Equal-Weighted,Real Estate,0.0002768546511627907
1980-04-30,Q3,Value-Weighted,Unknown,0.0010542342647195623
1980-04-30,Q3,Equal-Weighted,Unknown,0.006493953488372093
1980-04-30,Q4,Value-Weighted,Consumer Discretionary,0.002824050077321864
1980-04-30,Q4,Equal-Weighted,Consumer Discretionary,0.0030365672514619875
1980-04-30,Q4,Value-Weighted,Consumer Staples,0.0014067983472175686
1980-04-30,Q4,Equal-Weighted,Consumer Staples,0.00275872514619883
1980-04-30,Q4,Value-Weighted,Energy,6.944148059995254e-05
1980-04-30,Q4,Equal-Weighted,Energy,0.0001715380116959064
1980-04-30,Q4,Value-Weighted,Financials,0.0006250117197888845
1980-04-30,Q4,Equal-Weighted,Financials,0.00020333333333333333
1980-04-30,Q4,Value-Weighted,Health Care,0.0021994414649369374
1980-04-30,Q4,Equal-Weighted,Health Care,0.002927701754385965
1980-04-30,Q4,Value-Weighted,Industrials,-0.006458645627832254
1980-04-30,Q4,Equal-Weighted,Industrials,0.005262842105263159
1980-04-30,Q4,Value-Weighted,Information Technology,0.005273412855389376
1980-04-30,Q4,Equal-Weighted,Information Technology,0.008146643274853801
1980-04-30,Q4,Value-Weighted,Materials,0.006376093447163726
1980-04-30,Q4,Equal-Weighted,Materials,0.006276672514619882
1980-04-30,Q4,Value-Weighted,Unknown,0.005097275420604062
1980-04-30,Q4,Equal-Weighted,Unknown,0.012900730994152045
1980-04-30,Q5,Value-Weighted,Consumer Discretionary,-0.009097000651817927
1980-04-30,Q5,Equal-Weighted,Consumer Discretionary,-0.0029692848837209298
1980-04-30,Q5,Value-Weighted,Consumer Staples,9.306271887312742e-06
1980-04-30,Q5,Equal-Weighted,Consumer Staples,-0.0012097558139534882
1980-04-30,Q5,Value-Weighted,Energy,3.112338564461434e-05
